feature a,feature b,feature c,cat feature
7.811934331921955,0.27331327153695195,2.3886837653899886,Cat E
8.19086573582534,2.6388918744566143,1.7978057089016097,Cat E
11.070844296376592,5.382399283015664,5.546537869170585,Cat E
10.158065265801824,2.737965721920467,5.758046370534828,Cat E
10.493401438956647,2.193749343191943,4.486373902261098,Cat E
10.09349916906771,3.816848867322995,4.58314190848666,Cat E
8.763521314128765,4.051200449498566,5.916955950987884,Cat E
9.4444729970607,2.495030478159768,1.9040386359610475,Cat E
10.426504370814447,1.7418792828039698,4.85072643374685,Cat E
6.085749421138413,-0.004933113988655702,0.07426299083664789,Cat E
7.291211356251046,2.018221734877982,2.8660985993403676,Cat E
8.372593378076438,2.065287293049224,1.9122681684219265,Cat E
7.5591140864855735,1.7770357875675995,0.7204809744933893,Cat E
7.580869524544546,1.7172770743172436,2.524544840029606,Cat E
7.690304419797352,1.2206754795558663,2.102960186196555,Cat E
7.804747568758281,1.3426270228809452,-0.17136789164808475,Cat E
8.821804414992842,1.4250305914415733,1.3536686903970694,Cat E
7.4514419440981925,2.571647617331566,1.706532475343604,Cat E
8.592188466695768,2.32096801235562,5.036804101346229,Cat E
5.111578417016043,1.077482170376625,1.5984191874449898,Cat E
8.432070326003277,0.712460811444916,5.436944587297726,Cat E
6.333950625281446,1.663381410211065,2.023617426384656,Cat E
10.505290194556542,2.7656630508613813,3.977527783364965,Cat E
8.252425206748406,2.484217309258742,0.3561018055817269,Cat E
10.82130104154938,4.951276877856101,6.157841396962308,Cat E
8.620258983695976,3.170980753008431,4.729713696409334,Cat E
8.944923353328914,1.4739664830218646,2.104186498825154,Cat E
8.505254489601503,0.7495483244306687,1.4316526696310579,Cat E
10.336335284900477,2.047283359424467,3.164191317449159,Cat E
6.341000172604502,-0.5837575634079841,1.082986785079227,Cat E
9.135273523512138,1.6320093324666356,3.351477744154738,Cat E
9.852125854196169,2.855276702058328,4.46576126359219,Cat E
6.7360166467849485,0.31953556565524455,1.1757291849626474,Cat E
8.05127624613079,2.5948875014103345,3.2402439934334084,Cat E
9.945643670909808,3.6666574588407315,2.917650130460319,Cat E
7.814013159779111,2.4761258372386346,1.6304647136562278,Cat E
7.113587937043624,1.9697757683085513,2.769430680579163,Cat E
9.099224328729207,3.473980664735173,2.84881354430678,Cat E
10.298814666818165,5.370722761739783,6.844604599646251,Cat E
5.464371177494848,-1.242366028663945,1.0019503871799391,Cat E
9.745267411470856,2.9143890649742135,4.00472279840138,Cat E
7.893584631633113,0.2765017114417794,2.813308220824413,Cat E
9.77720067835381,4.526590579910555,3.737313797113857,Cat E
6.117155983133915,1.2529857473809913,1.2017498333041277,Cat E
8.991374948959663,1.6916914619331394,4.43043731062803,Cat E
4.249358769696253,-1.2476819553987295,-1.7437546643369046,Cat E
10.60067978160634,5.094555043776612,5.539457452083087,Cat E
6.9553982793378015,2.369558452973258,1.7930483212072612,Cat E
8.178779676577223,2.0554954555318705,4.18152610283046,Cat E
9.636713564748762,3.315420954293852,2.240560592439512,Cat E
10.021918058515167,4.082257172626685,1.8516435541628797,Cat E
10.318519194207601,2.833050521548876,2.8305988271170484,Cat E
9.7946134797182,2.380230509594316,5.064700117473125,Cat E
10.279401761652531,3.025434270433734,3.734680049651762,Cat E
10.530210862312451,2.4073340326962542,6.117480309481152,Cat E
8.986607786997155,2.64136236273183,1.192518098117177,Cat E
10.573670751717952,3.755754667266395,4.387161647616921,Cat E
10.739311194237592,1.7524346451098038,3.9111892785355225,Cat E
7.671842735835577,1.6298437697011696,0.00803159494831629,Cat E
8.302759341233255,2.440697585839643,-0.17869578301777844,Cat E
9.95789850623905,2.4445870708372004,4.908311610193982,Cat E
8.528366440906654,2.8398406737736304,1.1925140488670778,Cat E
10.038163932756587,3.7084832781476256,3.2041601105263764,Cat E
10.094484060453029,3.234556214647796,2.7999988514585974,Cat E
11.6224423686135,5.2544100737099635,5.813774709932888,Cat E
8.242020015409308,2.40828667795668,2.8072706848286058,Cat E
8.141824331243143,0.9153543941127142,1.075365925508533,Cat E
8.33209096433052,1.3556944945248424,-0.21698242658589129,Cat E
8.794466492189501,3.148304114351317,5.286839539843356,Cat E
6.338506839448586,1.9436781820262363,1.851463781256553,Cat E
6.985163251749375,1.8245151943634483,0.39051599741507115,Cat E
7.938323137142929,1.8099020997144977,2.127614837295549,Cat E
8.667973106771539,3.3022205806029237,3.834701602925794,Cat E
8.670351699232898,2.096970443182316,6.1492155224284275,Cat E
8.485467950482533,1.350042033920344,3.5774396453359705,Cat E
9.55931711536218,3.5188507923649572,3.302194324775463,Cat E
8.8982638239746,4.320157468480054,2.3470308526210597,Cat E
9.212679884758442,3.1017177252674575,5.585133405141125,Cat E
8.510621441154383,2.8546553897840887,0.8369568739964772,Cat E
7.1127437799468485,1.010577118310322,1.4376916884106592,Cat E
11.52083954898804,3.708209437871637,6.945629100220666,Cat E
6.311252532200806,2.0778042688472182,4.047740626283587,Cat E
9.818690013015882,3.295528811151269,3.7221471529284615,Cat E
9.431065076346018,3.1162522060619966,5.045684389722118,Cat E
8.791034006503065,2.0646309807202723,2.589225051664044,Cat E
10.682391446833904,4.273295984352087,3.9911325612618582,Cat E
9.309686102275784,2.0011948552336385,5.27944176774384,Cat E
7.985468478351638,1.8457989322303456,2.9077317837348815,Cat E
6.0251127506309246,1.151843334007072,0.3807793934953114,Cat E
7.272540243610469,2.374037644234619,1.5171368881057492,Cat E
8.571740613785295,3.993635873162283,2.653942209927734,Cat E
9.066635462239542,3.6231152176465127,4.628872289886131,Cat E
6.935351608839336,0.1717897301011786,0.946549605330886,Cat E
7.411868233750615,1.6242958139462218,1.9908451840608206,Cat E
5.859777217004101,1.3130829545439968,-1.8159055909578425,Cat E
7.040662759397303,-0.6170764920723832,2.6560620649177396,Cat E
7.141809654339492,0.9496863014349204,1.5546899917637216,Cat E
7.5006362534951725,2.127782111556838,-0.17956470759582288,Cat E
7.943317829451854,1.8787602046465024,3.260579130160631,Cat E
12.00203675490777,5.956544368760317,3.6299793600439907,Cat E
10.604499750784608,2.9490505571292327,4.651972172397663,Cat E
9.414813929639502,2.4886761518532614,2.481644775007133,Cat E
6.857571973552428,0.6151746340113262,0.06281663515504654,Cat E
8.712048123201043,3.1013524041472698,3.6585102396321485,Cat E
11.005586997439904,4.164333307631518,3.2571679959218627,Cat E
6.786343742148364,0.2823129805310627,-1.2465576272706684,Cat E
6.653207040259273,2.5479342493866297,1.9342813221874262,Cat E
10.987490755407807,4.336794341350685,6.26456979087361,Cat E
7.53204569394765,1.9454350961071163,3.650331107903707,Cat E
7.513681684376038,1.6765689145963205,0.35530887930590493,Cat E
10.411123582428376,3.2318641380143642,5.105815832038788,Cat E
8.573307744307721,2.3325638853575437,4.914233021341296,Cat E
6.038756485649477,2.0293338267986756,4.169531367685687,Cat E
12.806808866538718,5.261352233775316,8.048760462336775,Cat E
6.684268188078869,1.4681855138798543,0.38879692818633327,Cat E
10.445127643489977,2.4150526573326805,4.988466301305696,Cat E
8.842319182530806,1.9680821160839246,4.367632032218652,Cat E
11.686963440032171,5.349725391844506,6.60113594190826,Cat E
8.28434541646661,1.8845740897250343,2.8591751615889374,Cat E
9.704035338414574,4.408269202770273,5.628806497241301,Cat E
10.853505546951162,4.469177715045188,2.204261621446427,Cat E
10.843064003021729,4.777641035607662,5.304230353114276,Cat E
10.28371707384547,5.021939891083331,4.697609903060697,Cat E
9.265924947727461,1.838378601787134,4.546735033862092,Cat E
7.97385991811436,3.2413429924354102,4.427059088065745,Cat E
8.286105740572605,3.884216781627604,1.7578750943229553,Cat E
8.584332299331358,-0.12232678727090418,2.2518019709809587,Cat E
7.4461559660300445,0.9042674155267749,-0.06224375075230304,Cat E
10.61648546589082,2.2424817887081487,3.1313054178157316,Cat E
6.81762899348112,1.065284334772895,3.7528866931501246,Cat E
9.802999262855097,3.821991987671497,1.2748047573619268,Cat E
6.665525893752726,2.083276365147611,-0.3884183416749232,Cat E
11.75649015836391,2.656359384360478,4.264304668083925,Cat E
7.345649472835257,1.907796306654014,3.046656926123743,Cat E
6.5033312372738195,0.8765019913825145,1.5311038182898122,Cat E
9.706108892235001,2.610425177096144,4.813544186113191,Cat E
8.446520231041381,1.9343257962825642,2.8412034776918724,Cat E
8.473586380838952,3.3230755281995297,3.6100471905227773,Cat E
8.370754061029574,2.4659805516061413,1.8485983639128016,Cat E
10.105572671909274,3.933974833372175,2.5434806080006664,Cat E
6.866550107202453,1.512681079758279,1.7443903341946319,Cat E
6.530165683243176,2.2543905268016453,1.1579563189510673,Cat E
6.800205986910343,1.2949025683569362,1.8970820824072756,Cat E
7.2763514307645325,-0.008037626055906077,0.5218199286499337,Cat E
11.724353323910236,4.548807436403061,8.131960870896314,Cat E
7.099700347012171,1.6415926541460566,0.8152823695930049,Cat E
7.274648225145617,0.5988291039507034,3.3720466068566965,Cat E
8.146650589731218,2.156168133505831,3.700735551323278,Cat E
5.944473400931314,0.8206663197673405,1.0083169463149757,Cat E
6.125962254026961,-0.21528180178031198,0.4674787882532754,Cat E
11.157694140696632,4.759491660181517,4.50733789309979,Cat E
6.671465563953358,2.397907822539687,1.3583537497775022,Cat E
10.211804306438161,3.1430029036823885,3.6316250063372273,Cat E
7.0334476950190155,1.1015412408107041,2.5625116439137283,Cat E
