feature a,feature b,feature c,feature d,uncorrelated
,8.100965848817733,3.0873987188034606,4.253891286235496,0.8907289558519724
-4.207838171857505,8.591824382225088,4.703768588021456,4.235336031601363,0.13892817560919146
-1.7785062434123122,8.607853833811173,6.507813756335141,5.218507294328835,0.6416861082153177
,9.013646843885057,3.6978564719188154,6.1029655389006905,0.5899806037853118
,8.530323721351527,6.181321764059616,5.232218265952421,0.6466317586791814
-1.2087304159102303,9.038333609990243,6.7913167112933595,5.936429239236674,0.3388661765134604
-4.550931056993807,8.109897019115902,4.577988594760571,3.9627091838926094,0.0874251191940093
-2.7053051049462113,8.839225504920545,5.278527036876326,5.609236638301331,0.6949385957873409
-4.367902096729203,7.705160059599259,3.956544440748639,4.6252320963207945,0.782940030124404
-4.790321853601201,6.725099663756949,3.744451938314453,3.037491161684959,0.7985207244661995
-3.224197810411226,8.093090208160122,5.06821204909162,4.488440027722428,0.4286296827706565
-4.30240366705161,8.247472166192216,3.7394802050287277,5.1153189670961865,0.6744097872369627
,9.161102639556944,5.698106371121136,6.555341401946575,0.44313848974212056
-3.462793700238283,,5.3793053759564815,4.296390358279375,0.9422470692070177
,7.375863977338044,2.8979570451563528,3.735613204568603,0.6986127633443937
-2.172797220573989,9.180072586733667,6.353598829160265,5.880634952029862,0.7162717452260414
-2.7048291848865054,8.434008194202638,5.9750693331758615,4.599999830397362,0.05842069693983698
-6.473501032376533,7.536510922494987,2.5436615458142637,3.2337520208206643,0.49328605772616485
-3.341871931370789,8.621329109950306,4.91555945334947,5.204190471317392,0.3799148761167608
,,3.595531325213494,5.085759899491001,0.7194101965293488
-0.8891115960044917,,7.930884104797203,4.967796054525001,0.16524538209324013
,,4.915423741389017,5.1087027633399265,0.07909674333956573
-1.706444266407718,8.825025669945285,7.090170369167591,4.928859727849984,0.5819136260384119
-6.148298041352751,7.453363695184966,2.5458757882765797,3.4797041380637914,0.8463527377735951
-1.1931413499672696,,6.83922524124845,5.871254807715194,0.4340510938707217
-2.248049979001121,9.58733065726858,5.530470893860294,7.128413696804065,0.11004444877431452
-4.51689837593883,7.912037659409143,3.7472411715850282,4.418924653008244,0.8089613196831407
,8.884744818368622,4.876087774477562,5.49464457877059,0.26947267824458
-4.727368845273727,,4.019690237871316,4.376061466404723,0.40691176752345837
,9.622590624187106,5.634732771164399,6.043635027370057,0.5131741461225139
-4.840378315161761,9.384076125752744,2.6260442853578527,7.193711611637051,0.09313032744718408
-5.091590723363741,9.138685956055118,2.990326910094918,5.998558775265634,0.9993220949756383
-2.8746110179074122,8.126017369348084,5.798834964568145,4.545578092386686,0.5042459712223136
-2.5297621820466243,,5.467376015345646,5.657392273573512,0.4110487550784261
-2.037316314789427,9.470933409400892,6.0773455141268515,6.285893782856154,0.6089021227201972
-2.8235148066945466,8.905845162891627,5.778136101708369,4.945281587240437,0.32415527033759983
-1.6823120318011622,9.003647313947472,7.006343135854975,5.213120810889809,0.7704368137138665
,8.761690045394301,4.115692662130915,4.7128335423101,0.42137004567501346
-4.269392776015037,,4.5760714101793925,4.503531037425288,0.737213882655075
,7.1645123067255065,3.871044673802645,3.163717858144696,0.12496053065809587
,,3.5384110833288593,4.694838274100246,0.7841160533697654
-5.546126529365052,7.9313607637171835,3.4874362417701787,3.679011865335804,0.1003281621455121
-3.646698071831356,,5.270431576754174,4.060254588722575,0.08366433481231683
-2.652060604558381,9.662817780040807,5.899759586265192,6.098757334294003,0.004733130874071678
-5.258258201632105,8.35564014885649,3.476942590844401,4.549899478286864,0.5080602293381318
-4.884392946458223,7.763504081578576,3.7734471045951077,3.893222517727697,0.838948893689533
-1.852579744259593,,6.852411009039707,6.228994842691278,0.35131267711519154
,9.225599617423292,5.796380514470242,5.371830118683888,0.9833032196592177
-3.84310717578592,7.9800808496498625,5.064384896929866,3.8809305315536085,0.44124105214473075
,8.404932416589196,5.235735406893667,4.282964975682558,0.7987742061180091
-2.9120185704776884,9.35989339329642,5.638881046928241,5.378514211894195,0.29433067231240995
-4.6135206689274355,7.262560924885126,4.455770259295976,2.7688007288681846,0.12848113431267527
-3.568354851365657,8.282083694633446,5.20992843078072,4.279203808397205,0.18825315334236548
-5.514941677528441,8.011774468310719,3.062877761186609,4.235187572564698,0.8098324552711731
-5.841938076212834,6.096446489967125,2.6424817268839216,1.9081915017992461,0.9847968858330777
-1.3321704197151836,10.30441947936598,6.527687025183216,7.32737675505131,0.20410661971735766
-4.0775812913815095,9.176157845873677,4.164920860919448,5.844960152890925,0.8211981020751201
,9.371026839716942,7.138612314862266,5.411011879344583,0.6744106432124747
-3.543326244173823,,5.466971163690378,4.772304903914019,0.051845908468035495
-2.2800695806146485,9.635187680866029,5.756704770559434,6.775597437028985,0.46565143770168826
-5.173335954283292,7.032332028674296,2.8037564523583973,3.96997896661798,0.29134420165642283
-4.032778648681319,7.901730334883395,4.040168079622131,4.682679919724438,0.1336026941878532
-2.528608494229502,8.39039193626945,5.285661761348207,5.70997078125881,0.8761366963857982
-4.704191519634723,,3.661876762497722,5.107525131018774,0.9414740512985593
,10.153750104908163,9.811497672093854,7.407029538787005,0.6420982883508461
-2.979756295382673,8.826024606568843,5.24322289008309,5.67175346815282,0.3579876323216511
-3.8303766845016143,7.605674937447329,4.650758721274108,4.21766584444277,0.6874287843568628
-2.1448056243773497,8.393888157848911,6.14237184116438,5.24755527526853,0.14336924103008675
-4.912661625165968,7.824991375103222,4.178195837019533,3.380929077866978,0.2804071495323146
