feature a,feature b,feature c,cat feature
-1.407779730175604,2.4693279487319253,-0.5303093588576644,Cat A
15.752721639498969,9.793495341659048,9.382817647602335,
-1.0561870977516237,1.978558969783144,1.0363132784125997,Cat A
13.942551343977348,9.976266513604957,8.633593062604909,Cat B
11.956024936555863,7.871260081823877,6.549692083784741,Cat B
14.425958397896038,12.004183774333667,8.694370045317898,Cat B
3.8087490141096567,3.162104091835805,9.573233991038899,
6.414938396348383,8.919950546112355,5.283720471518432,Cat C
10.735025315278689,11.764752855926886,10.339851328486287,Cat C
9.03239941919603,7.574073864843265,11.742634039858473,Cat E
12.709125978775514,7.628487623833596,6.814105429454713,Cat B
7.400285538091309,12.365369047054976,8.124304452591657,
15.86551551837572,11.641173687072031,10.137326188200548,Cat B
6.777029303822284,7.991827346373237,5.937753949625952,Cat C
9.082235878164887,7.608361710380006,13.16209348905072,Cat E
2.440722227399973,5.035924521365502,4.458912691052758,Cat A
2.799618273339422,3.267222934250772,3.2586054688773163,Cat A
3.9696357847524792,7.2122043520940835,4.753267698870005,Cat C
2.280298025693876,2.2507811750857263,7.790035619983143,Cat D
1.3104682188057022,6.837889409425015,3.026738887734904,Cat A
8.058864426457873,8.524737806822582,7.192208762972278,Cat C
4.962675965523674,8.545335032289438,5.941285741303793,Cat C
0.4956775208630497,4.58978467318992,2.630185460175063,Cat A
7.138108671145732,7.7370578198186255,4.81177471440731,Cat C
2.9532023861530576,4.004038814757807,9.567560882644315,
16.084120286932993,11.921566138372125,9.895720798957457,Cat B
0.46749418439454404,3.4739507227955846,2.9243525177697585,Cat A
14.945756378507255,10.99027932927822,10.03389455003284,Cat B
4.5157453459903145,5.106062494844173,2.0243837613466473,Cat C
16.02525989417157,11.270379157290668,9.337688883971772,
7.431351439504021,8.535220625397379,6.772981068095863,Cat C
3.1910247300275296,1.2348066633873191,6.059338729148891,Cat D
6.770909716830071,8.141488777598195,4.868574560840117,Cat C
-0.3576643387522155,4.0740193394298,1.2324190895885916,Cat A
13.799862550342228,10.472303254843421,8.371198920956727,Cat B
3.762188002372458,5.206748395853222,10.911540497430273,Cat D
6.914343961766333,7.391426462383904,12.830103547758233,
1.6982640057684106,1.4553329207804029,6.86172852230909,Cat D
2.323300651525173,5.3204935008471645,3.431264195289903,Cat A
12.927023264583397,7.521093801851874,6.920306476329243,Cat B
17.489781925266527,12.825937128034745,10.322056995279944,Cat B
6.706048230533112,11.53775701203989,5.231267518724167,Cat C
0.009357690922888295,2.4676839123940306,6.543131489284642,Cat D
0.7428109594932623,3.31446459844366,2.1148168149337008,Cat A
-0.3663043246616132,2.0577632852178165,1.5736882343948628,Cat A
11.287542876318819,7.1889409224439245,6.688421423024877,Cat B
5.802524598888649,8.3619911070304,5.03979294690135,Cat C
3.850407629702597,7.033988162968837,2.973283780266683,Cat C
