feature a,feature b,feature c,feature d,uncorrelated
2.7772451658303208,2.2342522582991666,-1.5522819866057207,8.772158073299142,0.36078909570596174
3.801992687737812,2.223169002510609,-0.6456731151156803,8.815674903554974,0.3934655273497506
1.936893143754074,2.1828970107221926,-2.474526124583625,8.549982719938843,0.891190597281794
2.4841827925799675,1.6188560946396593,-1.4048088845691187,7.360903789655565,0.15693745504086287
2.0897270488018407,2.6989670638341225,-1.4640071034792,7.786100302320506,0.046178001497328425
3.369939883599769,2.842242738726795,-0.7167719904811063,8.767852037646946,0.34282984159735286
0.7645415014597945,1.5322820888132949,-3.8500843796372597,7.9925705612165086,0.6782025181176462
3.5395074826411532,2.120998738815382,0.18106600883909874,7.158813327029378,0.9423451746870971
3.4430953530261044,1.8165571865330001,-1.325627905346906,8.144400939361331,0.46062620572100954
0.4455746180260747,0.8274754329197112,-4.7050041327938406,8.16181930084323,0.014622980348545922
1.7537750402353067,2.827564286199027,-2.5820169291072737,8.975136438940195,
2.2895642045073163,1.991753955125483,-1.5759797696675246,7.1885178152000035,0.040173306459978075
2.928235789001794,1.5242384706100844,-0.9033836216897211,7.192445247706306,0.22412017514755833
2.500478516063055,1.652538532750267,-1.6472178356463398,7.4497985889010945,0.43048908757885274
1.8135465195431837,1.7642126905741486,-2.9173441940939298,8.678066150336596,0.8668939384869815
3.08257026035698,2.767393724961443,-1.3800203792023789,9.39834586304885,
0.9185429862810444,1.113718713209163,-3.303230207565429,7.012533177550058,0.6687132643024112
3.108469682061524,2.5064032314491964,-1.3233730055922281,8.5039170745405,
4.521144461605984,2.6828048994802427,-0.3075169668657647,9.159686393627045,
2.5214533259463145,3.397258521094475,-1.696980669109873,9.143363404747598,0.7547563203229356
2.1877034303683214,1.658953995139194,-2.136902631609524,7.75914736070201,0.4234036289832813
2.5032682625086142,2.195593024537128,-1.7702739188427155,8.26815186293291,0.680798668193976
2.9736355755712074,2.739114445868445,-1.6702248304498928,9.615859835129447,0.2295628455426154
1.9029761668567489,1.8855633996739758,-2.1457287750378207,7.540523820069891,0.7527134228467222
1.2933931372941552,2.2516059653846714,-2.4507751286302875,7.359831813073289,0.8555258070312336
5.391653168158928,3.182293825453476,1.2969320335096546,9.034344964153725,0.46953410319776645
3.3571968114994277,2.6086321020918044,-0.8791437598378873,8.717431267697663,0.4345178235814313
3.162530422545159,2.186441428618387,-1.2275734680236678,8.880271485501366,0.5414691438915004
1.439987454226024,1.5551709447704125,-2.713307411812811,7.546613611120883,0.27133573854029913
1.3770202832049365,1.0658537177395975,-2.7628291896560353,6.824743508069286,0.323447483385052
3.8730428199795526,3.473959998987098,-0.08210785425265499,9.343021680503059,
1.9629928492983681,2.4801982564639955,-2.0896338158221845,8.501000440264114,0.7107036402923375
1.470487067000994,1.430025240808511,-2.9122555279346973,7.623079156740055,0.1603959230703219
1.366513203094738,1.6745552647839428,-3.3117629303075056,8.42858412690666,0.5523673510814036
1.5270541333763288,1.5663620013595883,-2.614686458186525,7.490536625608897,
0.8939671316604452,1.4818321125903706,-3.4290325418396126,7.777755376799709,
2.135143797183294,2.6621722355552135,-2.6112382258310474,8.940991072547682,0.6977514229443568
3.1259198519900386,2.7736265207631017,-0.6874385502711737,8.68751349595716,0.7978639669658921
4.486673574324579,2.9872526464931513,0.03578384150944003,9.358803443523417,0.0074264393122575045
4.314820381295828,3.2901896758837736,0.23815088200095635,8.703097672357412,0.795244231080654
2.4151574172471264,1.869396353519008,-1.6640656256295792,7.580036749669806,0.17954024821343373
2.8620258897940394,2.4997134444810154,-0.8183630465172409,8.0940328071703,
2.488940810012316,3.0668917394321267,-1.6214624006717142,9.389344583222378,0.060601644159354096
2.211879596823829,1.8806891202467444,-2.2722619404588915,8.54196000362673,0.19351562581613757
0.033773045731223306,0.5914089764481893,-3.98653766052984,6.6692762109890324,0.7384148560606302
3.0897122781618833,2.007016288155151,-1.0934908416848865,7.8917577205020955,
3.5511018963722876,2.8178718527668076,-0.7389436328313093,8.855212603762642,0.16260291369117574
4.252205343214158,2.26209535404767,-0.29484332922072376,8.885658610669953,
2.831689681119667,2.438903367656245,-1.647086245076906,8.49058840841535,0.37339327065473593
5.564709841196164,2.955830488523288,0.9653561413524492,9.205963757127725,0.49681588575055313
1.3225335393681592,3.1000422721120735,-3.2098840250822285,9.717316006418807,0.1806392428762087
2.253131586576428,2.635845056377668,-2.2756300139805474,9.346390109092878,
2.5270214953366374,1.9799234124464524,-2.0792266631321685,8.361476383927577,0.7220111170719381
-0.16872728719273056,2.3396557610782795,-4.258076744336959,8.5944111694333,0.06896869975257913
3.753801284720713,1.9637012592005632,-0.27303572210801397,7.611363383019255,0.5990708359304342
0.2423233178454005,1.6087234149775431,-3.75898765054033,7.394552617393333,0.014227447838645602
4.235365897492565,3.056571794916862,-0.11928920865643278,9.22711389154613,0.03886337018331831
0.10310595236690645,1.8043428182688246,-4.04443406678851,7.704789532079321,0.6980321705544351
0.4372070379401025,1.0097823677452615,-3.4894425216573914,6.605893388024807,
-0.28093432852377376,0.9026801352980611,-3.924705840040622,5.781665277821084,0.8116957661666604
3.0431059551883193,3.028148733554557,-1.225778847248032,9.01938244807716,0.5640598268783433
2.27769453156457,2.4156125278391216,-1.9423489365373094,8.399570414581714,0.8290499403348723
3.333462310923833,2.5500047515535442,-0.6720816778554191,8.399970231912457,0.3681963904695953
3.825123582142952,2.8585158882207526,-0.503641526457344,8.810538748386925,0.8299076016859552
3.8117047501819137,2.701225913292844,-0.711448824406417,8.933084210324818,0.10108153373577733
1.6603934512756586,2.118895260069795,-1.7985339572031287,6.764921412113129,0.43975460699002167
2.124767789724094,2.2081116486153043,-2.5642227059858387,8.899107453901607,0.7308233604613706
1.2124799836303148,1.3737273411111466,-3.192376599130827,7.77051961107122,0.4478389705824606
1.9661995061812014,2.139530209311596,-2.197197819206611,8.502287970086646,
1.2239986795436828,1.2982674176039808,-3.3806554337245083,7.995214881201016,0.9093269000993445
-0.20814423725842168,1.3489136509115314,-4.330576917056002,7.281205020194991,0.013262226415684641
1.5498715785519779,2.1156634732309323,-2.969459578102356,8.694378298129102,
2.990661777583645,2.183433193576111,-1.4252679593728454,8.455070164929333,0.3900612990763346
3.46898595752712,1.8125693356419539,-1.5181596657174952,8.236818977419444,0.2810738059311122
